total_parks,total_green_space_ha,green_space_per_capita,population_served_400m,population_served_800m,population_unserved_800m,income_accessibility_correlation,elderly_accessibility_correlation,children_accessibility_correlation,mean_accessibility_score,median_accessibility_score,accessibility_gini_coefficient,park_size_gini_coefficient
1073,49890.79867598507,366.8441079116549,93.50067631663144,98.41535933895663,21551.11299018981,0.0225727691016145,-0.02896760595457678,-0.052164456813270046,3.242489801618376,0.17978368216276114,,
